Entity,Code,Day,"Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (IHME, lower)","Daily new estimated infections of COVID-19 (IHME, upper)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)"
Slovakia,SVK,2022-01-20,50529.84,24364.24,81143.54,3469.571
Slovakia,SVK,2022-01-21,53237.1,26235.98,83256.12,4204.857
Slovakia,SVK,2022-01-22,55718.54,28250.38,84716.98,4837.571
Slovakia,SVK,2022-01-23,57884.91,30360.68,86769.39,5466.0
Slovakia,SVK,2022-01-24,59712.22,32368.27,88658.08,5821.429
Slovakia,SVK,2022-01-25,61397.08,34085.29,89909.61,6419.571
Slovakia,SVK,2022-01-26,63006.46,35775.03,91223.41,7513.429
Slovakia,SVK,2022-01-27,64472.44,37734.71,94408.02,8690.714
Slovakia,SVK,2022-01-28,65941.34,39859.38,97346.45,9730.286
Slovakia,SVK,2022-01-29,67449.23,41629.22,99073.99,10964.571
Slovakia,SVK,2022-01-30,68926.88,42921.82,101063.59,11775.286
Slovakia,SVK,2022-01-31,70397.61,44185.64,103094.31,12388.571
Slovakia,SVK,2022-02-01,71674.58,46294.38,106235.13,13320.429
Slovakia,SVK,2022-02-02,72566.55,47711.93,109778.8,14232.429
Slovakia,SVK,2022-02-03,72993.14,47570.17,112593.91,14966.143
Slovakia,SVK,2022-02-04,72798.37,48747.08,113576.0,15712.0
Slovakia,SVK,2022-02-05,71981.15,49289.74,113081.15,16349.0
Slovakia,SVK,2022-02-06,70693.07,49397.9,111195.82,16672.857
Slovakia,SVK,2022-02-07,69197.21,48829.75,109053.7,16982.715
Slovakia,SVK,2022-02-08,67663.31,48136.76,105734.57,17639.43
Slovakia,SVK,2022-02-09,66092.72,47674.58,100361.62,17690.57
Slovakia,SVK,2022-02-10,64675.93,46934.17,98404.0,17800.857
Slovakia,SVK,2022-02-11,63468.41,46358.48,96582.89,17874.857
Slovakia,SVK,2022-02-12,62377.6,45972.18,93368.3,17917.0
Slovakia,SVK,2022-02-13,61483.49,44934.51,90957.79,17723.715
Slovakia,SVK,2022-02-14,60555.21,43606.43,89505.56,17521.857
Slovakia,SVK,2022-02-15,59413.45,40300.15,88929.01,17472.715
Slovakia,SVK,2022-02-16,58176.01,38925.28,87923.66,17383.143
Slovakia,SVK,2022-02-17,56759.82,37441.8,84405.52,17137.857
Slovakia,SVK,2022-02-18,55259.55,36059.46,82351.16,16778.57
Slovakia,SVK,2022-02-19,53939.7,35176.66,80813.87,16501.57
Slovakia,SVK,2022-02-20,52750.2,34522.2,78589.85,16175.286
Slovakia,SVK,2022-02-21,51635.97,33803.85,76004.2,15909.429
Slovakia,SVK,2022-02-22,50713.96,33123.33,72934.36,15127.143
Slovakia,SVK,2022-02-23,50020.22,32688.11,71082.07,15001.429
Slovakia,SVK,2022-02-24,49499.8,32496.98,70761.6,14535.714
Slovakia,SVK,2022-02-25,49156.48,32360.59,71331.83,13863.286
Slovakia,SVK,2022-02-26,48970.81,32102.25,71918.79,13070.571
Slovakia,SVK,2022-02-27,48882.78,31735.83,73631.24,12549.429
Slovakia,SVK,2022-02-28,48896.09,31339.73,76302.68,12269.0
Slovakia,SVK,2022-03-01,48996.17,30956.14,79326.92,11952.857
Slovakia,SVK,2022-03-02,49123.76,30747.97,83035.2,11051.143
Slovakia,SVK,2022-03-03,49296.99,30720.88,87878.36,10519.571
Slovakia,SVK,2022-03-04,49572.37,30655.44,92752.65,10262.429
Slovakia,SVK,2022-03-05,49966.33,30415.22,97765.87,9911.143
Slovakia,SVK,2022-03-06,50473.07,30015.49,103614.4,9614.286
Slovakia,SVK,2022-03-07,51034.53,29596.07,110609.68,9427.286
Slovakia,SVK,2022-03-08,51562.44,29273.97,118397.03,9229.0
Slovakia,SVK,2022-03-09,52034.12,28954.12,125965.77,9078.857
Slovakia,SVK,2022-03-10,52342.23,28498.57,128815.37,9165.143
Slovakia,SVK,2022-03-11,52313.69,27992.41,126979.52,9007.143
Slovakia,SVK,2022-03-12,51923.76,27567.44,122440.54,8882.286
Slovakia,SVK,2022-03-13,51326.46,27190.93,122152.5,9088.143
Slovakia,SVK,2022-03-14,50571.4,26653.1,111030.79,9081.857
Slovakia,SVK,2022-03-15,49628.16,26009.6,102436.03,9058.286
Slovakia,SVK,2022-03-16,48538.31,25362.66,93990.58,9032.0
Slovakia,SVK,2022-03-17,47339.3,24693.91,89601.25,8879.714
Slovakia,SVK,2022-03-18,46040.61,24067.93,88439.0,8859.571
Slovakia,SVK,2022-03-19,44670.21,23110.43,87920.12,8907.429
Slovakia,SVK,2022-03-20,43204.87,22368.65,84685.22,8794.0
Slovakia,SVK,2022-03-21,41547.08,21378.41,78432.43,8717.571
Slovakia,SVK,2022-03-22,39762.5,20132.75,72126.21,8615.143
Slovakia,SVK,2022-03-23,37925.71,18822.81,69718.76,8452.143
Slovakia,SVK,2022-03-24,36067.01,17618.92,66606.08,8259.143
Slovakia,SVK,2022-03-25,34181.49,16510.78,63016.13,8019.429
Slovakia,SVK,2022-03-26,32306.09,15377.6,61156.54,7718.429
Slovakia,SVK,2022-03-27,30426.34,14184.48,59700.49,7536.571
Slovakia,SVK,2022-03-28,28544.76,13010.26,58273.43,7527.714
Slovakia,SVK,2022-03-29,26648.9,11931.13,55630.25,7187.714
Slovakia,SVK,2022-03-30,24809.58,10973.76,53191.62,6673.857
Slovakia,SVK,2022-03-31,23014.8,10131.25,50269.85,6343.143
Slovakia,SVK,2022-04-01,21478.47,9473.18,47156.53,6007.429
Slovakia,SVK,2022-04-02,20345.62,8964.27,44960.26,5766.286
Slovakia,SVK,2022-04-03,19592.96,8716.6,45467.9,5437.429
Slovenia,SVN,2020-02-10,4.96,0.0,16.37,0.0
Slovenia,SVN,2020-02-11,8.87,0.0,18.22,0.0
Slovenia,SVN,2020-02-12,11.56,0.0,20.3,0.0
Slovenia,SVN,2020-02-13,14.95,0.0,21.52,0.0
Slovenia,SVN,2020-02-14,17.84,13.27,22.41,0.0
Slovenia,SVN,2020-02-15,19.55,15.1,24.02,0.0
Slovenia,SVN,2020-02-16,20.75,16.13,25.62,0.0
Slovenia,SVN,2020-02-17,21.49,16.68,26.59,0.0
Slovenia,SVN,2020-02-18,21.9,16.1,28.13,0.0
Slovenia,SVN,2020-02-19,21.97,15.62,29.02,0.0
Slovenia,SVN,2020-02-20,22.09,15.97,29.05,0.0
Slovenia,SVN,2020-02-21,22.39,16.89,29.43,0.0
Slovenia,SVN,2020-02-22,23.24,18.06,31.06,0.0
Slovenia,SVN,2020-02-23,27.88,18.17,48.78,0.0
Slovenia,SVN,2020-02-24,36.12,19.19,64.11,0.0
Slovenia,SVN,2020-02-25,45.24,21.1,76.84,0.0
Slovenia,SVN,2020-02-26,57.72,24.69,95.34,0.0
Slovenia,SVN,2020-02-27,74.03,43.74,116.63,0.0
Slovenia,SVN,2020-02-28,89.55,57.52,134.34,0.0
Slovenia,SVN,2020-02-29,103.45,72.01,146.42,0.0
Slovenia,SVN,2020-03-01,115.62,88.55,153.55,0.0
Slovenia,SVN,2020-03-02,122.96,91.96,152.64,0.0
Slovenia,SVN,2020-03-03,125.72,89.11,164.48,0.0
Slovenia,SVN,2020-03-04,125.94,88.39,161.53,0.0
Slovenia,SVN,2020-03-05,125.51,87.91,158.05,0.0
Slovenia,SVN,2020-03-06,125.83,88.14,158.44,0.0
Slovenia,SVN,2020-03-07,128.84,93.15,165.53,0.0
Slovenia,SVN,2020-03-08,135.48,100.02,169.65,2.857
Slovenia,SVN,2020-03-09,144.88,108.46,184.42,2.857
Slovenia,SVN,2020-03-10,156.52,118.72,196.51,2.857
Slovenia,SVN,2020-03-11,168.77,128.74,207.88,2.857
Slovenia,SVN,2020-03-12,179.26,137.52,226.44,2.857
Slovenia,SVN,2020-03-13,187.23,135.95,236.81,2.857
Slovenia,SVN,2020-03-14,191.53,133.34,248.84,2.857
Slovenia,SVN,2020-03-15,191.66,129.37,251.94,32.857
Slovenia,SVN,2020-03-16,189.41,126.92,255.38,32.857
Slovenia,SVN,2020-03-17,186.11,128.94,252.03,32.857
Slovenia,SVN,2020-03-18,181.93,130.63,245.03,32.857
Slovenia,SVN,2020-03-19,177.64,129.52,234.17,32.857
Slovenia,SVN,2020-03-20,174.17,127.44,223.03,32.857
Slovenia,SVN,2020-03-21,171.0,121.82,217.0,32.857
Slovenia,SVN,2020-03-22,167.98,116.16,214.71,27.429
Slovenia,SVN,2020-03-23,164.46,109.61,213.95,27.429
Slovenia,SVN,2020-03-24,158.79,99.92,210.96,27.429
Slovenia,SVN,2020-03-25,151.39,89.04,211.34,27.429
Slovenia,SVN,2020-03-26,142.29,79.91,204.91,27.429
Slovenia,SVN,2020-03-27,131.43,75.78,194.38,27.429
Slovenia,SVN,2020-03-28,120.61,74.12,182.07,27.429
Slovenia,SVN,2020-03-29,110.87,72.57,168.51,45.0
Slovenia,SVN,2020-03-30,103.43,68.27,153.05,45.0
Slovenia,SVN,2020-03-31,99.3,70.95,136.06,45.0
Slovenia,SVN,2020-04-01,97.92,74.71,120.77,45.0
Slovenia,SVN,2020-04-02,98.73,78.08,119.68,45.0
Slovenia,SVN,2020-04-03,100.54,76.92,122.82,45.0
Slovenia,SVN,2020-04-04,101.82,72.17,129.67,45.0
Slovenia,SVN,2020-04-05,101.57,66.8,131.96,37.714
Slovenia,SVN,2020-04-06,99.12,60.9,132.76,37.714
Slovenia,SVN,2020-04-07,94.58,56.25,134.3,37.714
Slovenia,SVN,2020-04-08,88.21,51.08,133.53,37.714
Slovenia,SVN,2020-04-09,80.73,45.28,125.46,37.714
Slovenia,SVN,2020-04-10,73.33,42.01,115.66,37.714
Slovenia,SVN,2020-04-11,66.76,39.78,102.66,37.714
Slovenia,SVN,2020-04-12,61.64,38.48,91.12,27.429
Slovenia,SVN,2020-04-13,57.79,36.99,85.61,27.429
Slovenia,SVN,2020-04-14,54.5,34.97,80.3,27.429
Slovenia,SVN,2020-04-15,51.54,32.75,74.35,27.429
Slovenia,SVN,2020-04-16,48.6,31.01,69.04,27.429
Slovenia,SVN,2020-04-17,45.49,28.93,65.59,27.429
Slovenia,SVN,2020-04-18,42.62,27.41,62.59,27.429
Slovenia,SVN,2020-04-19,40.17,27.28,58.25,17.571
Slovenia,SVN,2020-04-20,38.06,27.3,53.31,17.571
Slovenia,SVN,2020-04-21,36.5,26.3,47.95,17.571
Slovenia,SVN,2020-04-22,35.79,26.28,45.54,17.571
Slovenia,SVN,2020-04-23,35.65,26.26,44.73,17.571
Slovenia,SVN,2020-04-24,35.75,26.93,45.12,17.571
Slovenia,SVN,2020-04-25,36.12,27.75,45.07,17.571
Slovenia,SVN,2020-04-26,36.44,26.3,45.69,9.571
Slovenia,SVN,2020-04-27,36.56,24.92,47.38,9.571
Slovenia,SVN,2020-04-28,36.31,23.41,48.0,9.571
Slovenia,SVN,2020-04-29,35.24,22.54,48.03,9.571
Slovenia,SVN,2020-04-30,33.8,21.44,49.15,9.571
Slovenia,SVN,2020-05-01,32.3,20.76,49.84,9.571
Slovenia,SVN,2020-05-02,30.41,19.62,46.77,9.571
Slovenia,SVN,2020-05-03,28.77,18.67,42.37,5.143
Slovenia,SVN,2020-05-04,27.64,18.25,39.69,5.143
Slovenia,SVN,2020-05-05,26.54,18.15,37.8,5.143
Slovenia,SVN,2020-05-06,25.72,17.92,35.9,5.143
Slovenia,SVN,2020-05-07,25.08,16.63,35.64,5.143
Slovenia,SVN,2020-05-08,24.32,15.64,33.9,5.143
Slovenia,SVN,2020-05-09,23.64,14.9,32.13,5.143
Slovenia,SVN,2020-05-10,22.89,14.53,31.94,3.0
Slovenia,SVN,2020-05-11,22.03,14.66,31.83,3.0
Slovenia,SVN,2020-05-12,21.4,14.93,31.81,3.0
Slovenia,SVN,2020-05-13,20.92,15.16,30.24,3.0
Slovenia,SVN,2020-05-14,20.6,15.27,27.76,3.0
Slovenia,SVN,2020-05-15,20.59,15.29,26.05,3.0
Slovenia,SVN,2020-05-16,20.7,15.32,26.5,3.0
Slovenia,SVN,2020-05-17,20.8,15.46,26.7,0.857
Slovenia,SVN,2020-05-18,20.88,15.59,26.75,0.857
Slovenia,SVN,2020-05-19,20.94,15.59,26.71,0.857
Slovenia,SVN,2020-05-20,21.08,15.79,27.06,0.857
Slovenia,SVN,2020-05-21,21.38,16.38,28.06,0.857
Slovenia,SVN,2020-05-22,21.76,16.97,28.46,0.857
Slovenia,SVN,2020-05-23,22.13,17.21,28.73,0.857
Slovenia,SVN,2020-05-24,22.49,17.21,28.68,0.429
Slovenia,SVN,2020-05-25,22.76,17.19,28.71,0.429
Slovenia,SVN,2020-05-26,22.93,17.22,29.3,0.429
Slovenia,SVN,2020-05-27,23.28,18.31,29.35,0.429
Slovenia,SVN,2020-05-28,23.93,18.63,30.98,0.429
Slovenia,SVN,2020-05-29,24.89,19.31,33.11,0.429
Slovenia,SVN,2020-05-30,26.54,20.61,35.81,0.429
Slovenia,SVN,2020-05-31,28.65,21.86,39.17,0.571
Slovenia,SVN,2020-06-01,30.65,23.7,39.83,0.571
Slovenia,SVN,2020-06-02,32.66,26.04,42.13,0.571
Slovenia,SVN,2020-06-03,34.17,24.59,45.07,0.571
Slovenia,SVN,2020-06-04,34.62,22.14,47.15,0.571
Slovenia,SVN,2020-06-05,34.36,21.08,47.31,0.571
Slovenia,SVN,2020-06-06,33.36,21.13,46.13,0.571
Slovenia,SVN,2020-06-07,32.02,21.6,46.77,1.714
Slovenia,SVN,2020-06-08,31.06,22.69,47.34,1.714
Slovenia,SVN,2020-06-09,30.32,23.38,44.23,1.714
Slovenia,SVN,2020-06-10,30.18,24.17,39.8,1.714
Slovenia,SVN,2020-06-11,31.08,25.32,39.73,1.714
Slovenia,SVN,2020-06-12,32.4,27.05,41.22,1.714
Slovenia,SVN,2020-06-13,33.79,27.75,43.48,1.714
Slovenia,SVN,2020-06-14,35.22,29.18,44.95,1.571
Slovenia,SVN,2020-06-15,36.69,30.46,46.62,1.571
Slovenia,SVN,2020-06-16,38.31,31.88,47.99,1.571
Slovenia,SVN,2020-06-17,40.29,33.76,50.57,1.571
Slovenia,SVN,2020-06-18,43.0,35.1,55.57,1.571
Slovenia,SVN,2020-06-19,46.71,37.8,59.57,1.571
Slovenia,SVN,2020-06-20,51.43,40.69,66.9,1.571
Slovenia,SVN,2020-06-21,56.96,45.13,73.76,3.571
Slovenia,SVN,2020-06-22,62.83,50.19,79.97,3.571
Slovenia,SVN,2020-06-23,68.46,54.59,82.91,3.571
Slovenia,SVN,2020-06-24,73.15,60.23,87.15,3.571
Slovenia,SVN,2020-06-25,76.34,63.7,92.91,3.571
Slovenia,SVN,2020-06-26,77.97,61.0,95.06,3.571
Slovenia,SVN,2020-06-27,77.72,57.51,99.01,3.571
Slovenia,SVN,2020-06-28,75.62,54.27,100.23,9.0
Slovenia,SVN,2020-06-29,73.06,52.88,100.57,9.0
Slovenia,SVN,2020-06-30,70.6,53.77,96.04,9.0
Slovenia,SVN,2020-07-01,68.44,55.09,89.52,9.0
Slovenia,SVN,2020-07-02,67.93,56.27,84.61,9.0
Slovenia,SVN,2020-07-03,68.85,57.51,81.17,9.0
Slovenia,SVN,2020-07-04,70.66,59.72,83.03,9.0
Slovenia,SVN,2020-07-05,74.28,63.18,88.7,18.857
Slovenia,SVN,2020-07-06,78.68,65.58,94.55,18.857
Slovenia,SVN,2020-07-07,83.0,70.46,99.18,18.857
Slovenia,SVN,2020-07-08,87.62,75.02,107.59,18.857
Slovenia,SVN,2020-07-09,90.85,74.26,112.77,18.857
Slovenia,SVN,2020-07-10,92.14,72.09,111.85,18.857
Slovenia,SVN,2020-07-11,92.41,70.24,119.22,18.857
Slovenia,SVN,2020-07-12,90.72,66.13,118.73,19.143
Slovenia,SVN,2020-07-13,87.54,61.26,116.87,19.143
Slovenia,SVN,2020-07-14,84.02,56.65,115.72,19.143
Slovenia,SVN,2020-07-15,79.53,51.94,110.17,19.143
Slovenia,SVN,2020-07-16,74.45,47.48,104.17,19.143
Slovenia,SVN,2020-07-17,69.42,42.94,98.58,19.143
Slovenia,SVN,2020-07-18,64.29,39.44,92.56,19.143
Slovenia,SVN,2020-07-19,59.41,38.55,87.02,14.857
Slovenia,SVN,2020-07-20,55.09,38.46,81.24,14.857
Slovenia,SVN,2020-07-21,51.46,38.36,75.54,14.857
Slovenia,SVN,2020-07-22,49.01,37.75,68.37,14.857
Slovenia,SVN,2020-07-23,48.32,38.28,60.78,14.857
Slovenia,SVN,2020-07-24,49.37,40.93,59.55,14.857
Slovenia,SVN,2020-07-25,51.54,42.42,61.96,14.857
Slovenia,SVN,2020-07-26,54.95,44.41,66.88,19.143
Slovenia,SVN,2020-07-27,59.19,48.09,70.06,19.143
Slovenia,SVN,2020-07-28,63.15,51.47,75.71,19.143
Slovenia,SVN,2020-07-29,67.06,53.3,83.64,19.143
Slovenia,SVN,2020-07-30,70.41,54.67,92.38,19.143
Slovenia,SVN,2020-07-31,72.25,54.86,93.77,19.143
Slovenia,SVN,2020-08-01,73.37,56.71,93.64,19.143
Slovenia,SVN,2020-08-02,73.85,59.19,98.86,13.429
Slovenia,SVN,2020-08-03,73.76,59.6,98.13,13.429
Slovenia,SVN,2020-08-04,74.64,62.67,95.03,13.429
Slovenia,SVN,2020-08-05,76.56,65.37,90.85,13.429
Slovenia,SVN,2020-08-06,79.11,69.57,91.89,13.429
Slovenia,SVN,2020-08-07,82.83,72.75,97.35,13.429
Slovenia,SVN,2020-08-08,86.49,76.14,102.41,13.429
Slovenia,SVN,2020-08-09,88.61,74.62,104.15,10.571
Slovenia,SVN,2020-08-10,89.46,72.12,109.38,10.571
Slovenia,SVN,2020-08-11,88.69,68.83,111.76,10.571
Slovenia,SVN,2020-08-12,86.24,65.87,109.5,10.571
Slovenia,SVN,2020-08-13,83.27,64.18,105.68,10.571
Slovenia,SVN,2020-08-14,80.09,62.77,101.16,10.571
Slovenia,SVN,2020-08-15,77.39,62.45,96.57,10.571
Slovenia,SVN,2020-08-16,76.56,64.53,93.3,24.857
Slovenia,SVN,2020-08-17,78.06,66.8,95.4,24.857
Slovenia,SVN,2020-08-18,81.87,68.34,102.39,24.857
Slovenia,SVN,2020-08-19,87.9,72.25,114.14,24.857
Slovenia,SVN,2020-08-20,96.06,76.49,120.16,24.857
Slovenia,SVN,2020-08-21,105.16,82.85,128.03,24.857
Slovenia,SVN,2020-08-22,113.66,85.76,135.64,24.857
Slovenia,SVN,2020-08-23,121.31,96.2,140.6,33.714
Slovenia,SVN,2020-08-24,127.36,109.04,147.12,33.714
Slovenia,SVN,2020-08-25,131.82,109.0,153.79,33.714
Slovenia,SVN,2020-08-26,136.47,110.73,159.87,33.714
Slovenia,SVN,2020-08-27,141.6,119.62,166.81,33.714
Slovenia,SVN,2020-08-28,147.26,121.61,176.36,33.714
Slovenia,SVN,2020-08-29,154.06,125.37,180.79,33.714
Slovenia,SVN,2020-08-30,161.46,137.97,189.39,31.143
Slovenia,SVN,2020-08-31,169.29,150.95,191.32,31.143
Slovenia,SVN,2020-09-01,177.44,158.29,198.36,31.143
Slovenia,SVN,2020-09-02,185.17,165.2,208.31,31.143
Slovenia,SVN,2020-09-03,192.14,172.08,216.99,31.143
Slovenia,SVN,2020-09-04,197.85,174.91,225.72,31.143
Slovenia,SVN,2020-09-05,201.53,177.07,231.08,31.143
Slovenia,SVN,2020-09-06,203.58,177.73,236.81,43.857
Slovenia,SVN,2020-09-07,205.95,179.0,239.72,43.857
Slovenia,SVN,2020-09-08,209.26,184.75,236.64,43.857
Slovenia,SVN,2020-09-09,213.49,191.01,236.95,43.857
Slovenia,SVN,2020-09-10,221.2,196.11,245.93,43.857
Slovenia,SVN,2020-09-11,232.0,206.47,259.07,43.857
Slovenia,SVN,2020-09-12,242.43,219.34,269.99,43.857
Slovenia,SVN,2020-09-13,252.73,225.01,278.31,79.857
Slovenia,SVN,2020-09-14,263.54,236.92,290.98,79.857
Slovenia,SVN,2020-09-15,274.0,244.82,305.91,79.857
Slovenia,SVN,2020-09-16,284.82,257.68,319.11,79.857
Slovenia,SVN,2020-09-17,296.3,264.84,327.87,79.857
Slovenia,SVN,2020-09-18,308.52,277.47,339.12,79.857
Slovenia,SVN,2020-09-19,323.28,290.76,357.29,79.857
Slovenia,SVN,2020-09-20,340.97,303.19,382.97,103.0
Slovenia,SVN,2020-09-21,362.45,315.25,426.75,103.0
Slovenia,SVN,2020-09-22,393.8,329.17,484.56,103.0
Slovenia,SVN,2020-09-23,436.56,353.4,555.88,103.0
Slovenia,SVN,2020-09-24,486.08,378.42,618.49,103.0
Slovenia,SVN,2020-09-25,545.37,409.03,685.9,103.0
Slovenia,SVN,2020-09-26,612.55,465.44,747.38,103.0
Slovenia,SVN,2020-09-27,681.18,529.71,818.96,131.286
Slovenia,SVN,2020-09-28,758.72,591.61,913.51,131.286
Slovenia,SVN,2020-09-29,846.31,665.25,1030.44,131.286
Slovenia,SVN,2020-09-30,941.49,742.52,1153.35,131.286
Slovenia,SVN,2020-10-01,1052.8,832.65,1297.87,131.286
Slovenia,SVN,2020-10-02,1174.55,936.11,1428.67,131.286
Slovenia,SVN,2020-10-03,1299.31,1046.12,1550.77,131.286
Slovenia,SVN,2020-10-04,1434.89,1162.03,1689.27,169.429
Slovenia,SVN,2020-10-05,1580.79,1290.65,1842.64,169.429
Slovenia,SVN,2020-10-06,1735.94,1408.5,2005.73,169.429
Slovenia,SVN,2020-10-07,1903.69,1555.17,2200.3,169.429
Slovenia,SVN,2020-10-08,2077.42,1722.68,2398.65,169.429
Slovenia,SVN,2020-10-09,2249.57,1903.87,2576.74,169.429
Slovenia,SVN,2020-10-10,2411.61,2088.55,2717.78,169.429
Slovenia,SVN,2020-10-11,2559.16,2253.42,2839.66,322.571
Slovenia,SVN,2020-10-12,2702.12,2399.92,2980.3,322.571
Slovenia,SVN,2020-10-13,2843.04,2541.16,3119.72,322.571
Slovenia,SVN,2020-10-14,2973.03,2670.19,3257.09,322.571
Slovenia,SVN,2020-10-15,3088.55,2772.34,3398.23,322.571
Slovenia,SVN,2020-10-16,3183.01,2865.3,3494.97,322.571
Slovenia,SVN,2020-10-17,3244.36,2868.27,3616.09,322.571
Slovenia,SVN,2020-10-18,3272.91,2834.49,3731.4,693.143
Slovenia,SVN,2020-10-19,3276.75,2798.17,3785.9,693.143
Slovenia,SVN,2020-10-20,3257.96,2757.75,3803.52,693.143
Slovenia,SVN,2020-10-21,3224.19,2664.29,3806.68,693.143
Slovenia,SVN,2020-10-22,3184.3,2600.3,3827.55,693.143
Slovenia,SVN,2020-10-23,3136.55,2582.1,3830.75,693.143
Slovenia,SVN,2020-10-24,3088.89,2567.29,3754.47,693.143
Slovenia,SVN,2020-10-25,3059.13,2593.49,3680.66,1489.571
Slovenia,SVN,2020-10-26,3055.98,2637.36,3610.66,1489.571
Slovenia,SVN,2020-10-27,3078.79,2695.91,3562.6,1489.571
Slovenia,SVN,2020-10-28,3125.0,2774.35,3545.53,1489.571
Slovenia,SVN,2020-10-29,3191.21,2858.44,3604.98,1489.571
Slovenia,SVN,2020-10-30,3265.59,2906.66,3703.19,1489.571
Slovenia,SVN,2020-10-31,3340.88,2945.51,3768.08,1489.571
Slovenia,SVN,2020-11-01,3417.51,2988.67,3826.7,1729.429
Slovenia,SVN,2020-11-02,3487.46,3033.4,3928.88,1729.429
Slovenia,SVN,2020-11-03,3548.84,3068.81,4067.0,1729.429
Slovenia,SVN,2020-11-04,3601.35,3088.18,4192.37,1729.429
Slovenia,SVN,2020-11-05,3641.32,3098.41,4265.23,1729.429
Slovenia,SVN,2020-11-06,3676.69,3115.05,4308.17,1729.429
Slovenia,SVN,2020-11-07,3705.74,3126.08,4362.47,1729.429
Slovenia,SVN,2020-11-08,3723.31,3112.3,4425.41,1348.143
Slovenia,SVN,2020-11-09,3734.01,3102.21,4464.25,1348.143
Slovenia,SVN,2020-11-10,3728.35,3075.4,4504.81,1348.143
Slovenia,SVN,2020-11-11,3702.54,3025.12,4513.69,1348.143
Slovenia,SVN,2020-11-12,3666.51,2965.69,4511.11,1348.143
Slovenia,SVN,2020-11-13,3616.76,2899.14,4501.87,1348.143
Slovenia,SVN,2020-11-14,3553.09,2833.81,4449.03,1348.143
Slovenia,SVN,2020-11-15,3487.33,2785.17,4385.79,1418.143
Slovenia,SVN,2020-11-16,3423.53,2752.17,4324.26,1418.143
Slovenia,SVN,2020-11-17,3366.05,2737.5,4235.1,1418.143
Slovenia,SVN,2020-11-18,3324.85,2749.48,4128.14,1418.143
Slovenia,SVN,2020-11-19,3295.9,2759.94,4025.98,1418.143
Slovenia,SVN,2020-11-20,3273.4,2746.53,3974.07,1418.143
Slovenia,SVN,2020-11-21,3262.8,2733.48,3945.57,1418.143
Slovenia,SVN,2020-11-22,3251.0,2706.63,3952.0,1459.286
Slovenia,SVN,2020-11-23,3221.94,2660.38,3941.79,1459.286
Slovenia,SVN,2020-11-24,3183.03,2576.33,3930.09,1459.286
Slovenia,SVN,2020-11-25,3133.11,2505.76,3928.96,1459.286
Slovenia,SVN,2020-11-26,3067.46,2466.32,3886.99,1459.286
Slovenia,SVN,2020-11-27,2995.64,2432.97,3805.9,1459.286
Slovenia,SVN,2020-11-28,2926.6,2401.58,3711.4,1459.286
Slovenia,SVN,2020-11-29,2868.94,2391.98,3584.24,1439.0
Slovenia,SVN,2020-11-30,2826.16,2411.79,3488.63,1439.0
Slovenia,SVN,2020-12-01,2796.75,2414.26,3414.04,1439.0
Slovenia,SVN,2020-12-02,2780.78,2413.97,3357.03,1439.0
Slovenia,SVN,2020-12-03,2773.95,2398.27,3338.64,1439.0
Slovenia,SVN,2020-12-04,2775.14,2404.41,3310.89,1439.0
Slovenia,SVN,2020-12-05,2780.83,2402.61,3280.06,1439.0
Slovenia,SVN,2020-12-06,2783.32,2382.17,3271.38,1494.143
Slovenia,SVN,2020-12-07,2783.29,2349.78,3342.83,1494.143
Slovenia,SVN,2020-12-08,2777.17,2312.57,3395.16,1494.143
Slovenia,SVN,2020-12-09,2753.13,2262.72,3428.72,1494.143
Slovenia,SVN,2020-12-10,2702.3,2169.54,3414.2,1494.143
Slovenia,SVN,2020-12-11,2629.68,2079.73,3382.85,1494.143
Slovenia,SVN,2020-12-12,2551.22,2022.19,3338.01,1494.143
Slovenia,SVN,2020-12-13,2476.37,1993.75,3246.2,1493.571
Slovenia,SVN,2020-12-14,2416.33,2006.58,3082.36,1493.571
Slovenia,SVN,2020-12-15,2382.21,2027.27,2968.76,1493.571
Slovenia,SVN,2020-12-16,2370.22,2059.36,2916.76,1493.571
Slovenia,SVN,2020-12-17,2371.48,2083.62,2893.96,1493.571
Slovenia,SVN,2020-12-18,2376.09,2104.06,2864.22,1493.571
Slovenia,SVN,2020-12-19,2389.28,2128.77,2835.64,1493.571
Slovenia,SVN,2020-12-20,2423.59,2167.0,2838.19,1359.571
Slovenia,SVN,2020-12-21,2473.2,2200.3,2875.69,1359.571
Slovenia,SVN,2020-12-22,2533.46,2241.34,2954.66,1359.571
Slovenia,SVN,2020-12-23,2604.15,2308.23,3012.92,1359.571
Slovenia,SVN,2020-12-24,2676.92,2380.87,3113.51,1359.571
Slovenia,SVN,2020-12-25,2737.65,2427.19,3217.37,1359.571
Slovenia,SVN,2020-12-26,2768.75,2430.82,3281.84,1359.571
Slovenia,SVN,2020-12-27,2760.71,2355.81,3355.68,1301.286
Slovenia,SVN,2020-12-28,2710.26,2251.93,3373.14,1301.286
Slovenia,SVN,2020-12-29,2617.99,2121.21,3367.96,1301.286
Slovenia,SVN,2020-12-30,2502.03,1997.68,3271.13,1301.286
Slovenia,SVN,2020-12-31,2386.21,1900.03,3137.91,1301.286
Slovenia,SVN,2021-01-01,2283.75,1831.86,2995.3,1301.286
