Entity,Code,Day,"Daily new estimated infections of COVID-19 (ICL, mean)","Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (YYG, mean)","Daily new estimated infections of COVID-19 (LSHTM, median)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)"
Switzerland,CHE,2022-02-13,4955.05,40000.55,,,22133.857
Switzerland,CHE,2022-02-14,4717.45,41017.99,,,21608.715
Switzerland,CHE,2022-02-15,4502.46,42491.8,,,20536.57
Switzerland,CHE,2022-02-16,4314.59,44302.27,,,19615.43
Switzerland,CHE,2022-02-17,4148.25,46278.24,,,18704.715
Switzerland,CHE,2022-02-18,3996.74,48302.07,,,17566.715
Switzerland,CHE,2022-02-19,3855.05,50331.85,,,16674.57
Switzerland,CHE,2022-02-20,3720.09,52217.67,,,16072.714
Switzerland,CHE,2022-02-21,3590.2,53699.4,,,15687.714
Switzerland,CHE,2022-02-22,3464.57,54848.72,,,14964.857
Switzerland,CHE,2022-02-23,3342.85,55790.79,,,14460.429
Switzerland,CHE,2022-02-24,3224.88,56438.97,,,14244.0
Switzerland,CHE,2022-02-25,3475.51,56909.68,,,14458.714
Switzerland,CHE,2022-02-26,4114.2,57271.89,,,14660.429
Switzerland,CHE,2022-02-27,4877.77,57372.38,,,14846.286
Switzerland,CHE,2022-02-28,5698.09,57232.01,,,15024.143
Switzerland,CHE,2022-03-01,6583.19,56858.08,,,15626.143
Switzerland,CHE,2022-03-02,7560.77,56167.93,,,16403.285
Switzerland,CHE,2022-03-03,8657.97,55244.99,,,17439.0
Switzerland,CHE,2022-03-04,9897.43,54133.85,,,18702.0
Switzerland,CHE,2022-03-05,11298.39,52880.95,,,19951.57
Switzerland,CHE,2022-03-06,12878.41,51675.14,,,20891.285
Switzerland,CHE,2022-03-07,14654.4,50571.04,,,21618.143
Switzerland,CHE,2022-03-08,16642.86,49458.31,,,23200.143
Switzerland,CHE,2022-03-09,18859.58,48286.41,,,24391.57
Switzerland,CHE,2022-03-10,21318.99,47218.15,,,25264.143
Switzerland,CHE,2022-03-11,22959.74,46250.12,,,25946.857
Switzerland,CHE,2022-03-12,23573.83,45136.02,,,26534.0
Switzerland,CHE,2022-03-13,23887.39,43844.24,,,26908.857
Switzerland,CHE,2022-03-14,24171.97,42401.83,,,27152.43
Switzerland,CHE,2022-03-15,24493.81,40815.9,,,27935.43
Switzerland,CHE,2022-03-16,24844.65,39329.73,,,28283.715
Switzerland,CHE,2022-03-17,25199.47,37946.89,,,28241.43
Switzerland,CHE,2022-03-18,25536.7,36429.46,,,27839.57
Switzerland,CHE,2022-03-19,25842.35,34828.64,,,27272.715
Switzerland,CHE,2022-03-20,26108.68,33266.56,,,26678.0
Switzerland,CHE,2022-03-21,26331.96,31764.45,,,26122.57
Switzerland,CHE,2022-03-22,26510.69,30338.93,,,24748.857
Switzerland,CHE,2022-03-23,26644.54,28993.54,,,23293.43
Switzerland,CHE,2022-03-24,26733.8,27832.64,,,21733.285
Switzerland,CHE,2022-03-25,26270.67,26960.57,,,20336.143
Switzerland,CHE,2022-03-26,25231.65,26257.29,,,19024.285
Switzerland,CHE,2022-03-27,24032.76,25634.67,,,18124.0
Switzerland,CHE,2022-03-28,22841.36,25047.28,,,17414.715
Switzerland,CHE,2022-03-29,21708.94,24386.36,,,15690.143
Switzerland,CHE,2022-03-30,20641.0,23708.48,,,14373.143
Switzerland,CHE,2022-03-31,19629.26,23123.19,,,13290.857
Switzerland,CHE,2022-04-01,18664.38,22601.65,,,12080.714
Switzerland,CHE,2022-04-02,17739.64,22121.64,,,10912.429
Switzerland,CHE,2022-04-03,16851.08,21688.08,,,10109.571
Switzerland,CHE,2020-02-10,,41.33,372.0,,0.0
Switzerland,CHE,2020-02-11,,47.8,372.0,,0.0
Switzerland,CHE,2020-02-12,,56.91,372.0,,0.0
Switzerland,CHE,2020-02-13,,73.89,372.0,,0.0
Switzerland,CHE,2020-02-14,,104.88,372.0,,0.0
Switzerland,CHE,2020-02-15,,143.48,372.0,,0.0
Switzerland,CHE,2020-02-16,,188.81,372.0,,0.0
Switzerland,CHE,2020-02-17,,246.46,372.0,,0.0
Switzerland,CHE,2020-02-18,,307.1,372.0,,0.0
Switzerland,CHE,2020-02-19,,364.18,1244.0,,0.0
Switzerland,CHE,2020-02-20,,417.15,1239.0,,0.0
Switzerland,CHE,2020-02-21,,467.39,1337.0,,0.0
Switzerland,CHE,2020-02-22,,519.86,1538.0,,0.0
Switzerland,CHE,2020-02-23,,580.39,1954.0,,0.0
Switzerland,CHE,2020-02-24,,656.64,2607.0,,0.0
Switzerland,CHE,2020-02-25,,755.43,3146.0,,0.143
Switzerland,CHE,2020-02-26,,897.95,3671.0,,0.286
Switzerland,CHE,2020-02-27,,1115.3,4346.0,,1.714
Switzerland,CHE,2020-02-28,,1399.83,5203.0,,3.143
Switzerland,CHE,2020-02-29,,1723.46,6282.0,,4.571
Switzerland,CHE,2020-03-01,,2087.8,7436.0,,6.429
Switzerland,CHE,2020-03-02,,2473.03,8635.0,22.6323379521393,8.143
Switzerland,CHE,2020-03-03,,2833.55,9904.0,28.7317214729739,12.286
Switzerland,CHE,2020-03-04,,3152.51,11215.0,35.0129874769891,16.857
Switzerland,CHE,2020-03-05,,3404.68,12485.0,55.3035341138582,24.143
Switzerland,CHE,2020-03-06,,3575.58,13565.0,79.212188657928,31.571
Switzerland,CHE,2020-03-07,,3704.78,14348.0,200.512866642368,40.571
Switzerland,CHE,2020-03-08,,3806.59,14805.0,254.128695293152,45.714
Switzerland,CHE,2020-03-09,,3879.93,14950.0,322.868994173938,53.857
Switzerland,CHE,2020-03-10,,3961.34,14825.0,365.849843804499,76.857
Switzerland,CHE,2020-03-11,,4050.85,14473.0,488.662587228627,102.143
Switzerland,CHE,2020-03-12,,4111.14,13944.0,639.929113112314,141.0
Switzerland,CHE,2020-03-13,,4132.9,13289.0,850.603491208173,183.143
Switzerland,CHE,2020-03-14,,4120.1,12559.0,1025.10606417087,234.286
Switzerland,CHE,2020-03-15,,4067.56,11792.0,1247.11597381126,286.857
Switzerland,CHE,2020-03-16,,3971.84,11018.0,2155.06704988827,323.571
Switzerland,CHE,2020-03-17,,3838.22,10258.0,2133.27477919945,447.714
Switzerland,CHE,2020-03-18,,3672.41,9528.0,2554.62254310655,572.286
Switzerland,CHE,2020-03-19,,3487.1,8837.0,2825.9110160533,697.0
Switzerland,CHE,2020-03-20,,3298.31,8189.0,3643.59559210984,765.143
Switzerland,CHE,2020-03-21,,3105.18,7586.0,4512.79830966424,866.286
Switzerland,CHE,2020-03-22,,2911.12,7027.0,5841.39579958319,905.286
Switzerland,CHE,2020-03-23,,2729.73,6511.0,5969.8857986875,936.857
Switzerland,CHE,2020-03-24,,2556.16,6034.0,7351.04792768286,994.286
Switzerland,CHE,2020-03-25,,2384.58,5595.0,7837.5791018807,1017.143
Switzerland,CHE,2020-03-26,,2228.27,5191.0,8649.58241544241,997.429
Switzerland,CHE,2020-03-27,,2088.64,4819.0,8910.91036269091,1037.429
Switzerland,CHE,2020-03-28,,1946.2,4477.0,9575.59996851254,1061.143
Switzerland,CHE,2020-03-29,,1800.85,4163.0,9360.82222562947,1065.714
Switzerland,CHE,2020-03-30,,1662.29,3873.0,9739.64458558851,1049.286
Switzerland,CHE,2020-03-31,,1523.89,3607.0,9939.7886680647,1027.143
Switzerland,CHE,2020-04-01,,1392.37,3361.0,9905.49778766809,1011.429
Switzerland,CHE,2020-04-02,,1278.78,3135.0,10022.8131283089,1003.571
Switzerland,CHE,2020-04-03,,1180.79,2927.0,10256.2736763142,969.714
Switzerland,CHE,2020-04-04,,1098.9,2735.0,9824.36954696959,915.857
Switzerland,CHE,2020-04-05,,1024.52,2558.0,9775.36589958573,882.143
Switzerland,CHE,2020-04-06,,948.86,2394.0,9404.80837499794,860.571
Switzerland,CHE,2020-04-07,,875.87,2243.0,8627.15167024586,806.429
Switzerland,CHE,2020-04-08,,805.58,2103.0,8513.31626318042,746.571
Switzerland,CHE,2020-04-09,,739.96,1974.0,7957.01572661249,689.286
Switzerland,CHE,2020-04-10,,683.07,1854.0,7501.93129645663,644.0
Switzerland,CHE,2020-04-11,,633.05,1743.0,7095.69877425157,555.714
Switzerland,CHE,2020-04-12,,589.0,1640.0,6567.21287814622,523.143
Switzerland,CHE,2020-04-13,,548.35,1545.0,5977.71804669383,514.286
Switzerland,CHE,2020-04-14,,507.16,1456.0,5594.34719298568,416.714
Switzerland,CHE,2020-04-15,,465.86,1373.0,5117.38627755455,375.429
Switzerland,CHE,2020-04-16,,427.44,1296.0,5169.00421601828,334.714
Switzerland,CHE,2020-04-17,,393.73,1224.0,4495.20456247318,300.571
Switzerland,CHE,2020-04-18,,363.02,1158.0,3938.1098110403,297.571
Switzerland,CHE,2020-04-19,,334.49,1095.0,3550.70379362272,281.429
Switzerland,CHE,2020-04-20,,309.65,1036.0,3450.00253117167,262.429
Switzerland,CHE,2020-04-21,,287.78,982.0,3281.15726412396,267.0
Switzerland,CHE,2020-04-22,,267.92,930.0,3127.98532049189,236.857
Switzerland,CHE,2020-04-23,,251.1,882.0,2584.06069115467,212.286
Switzerland,CHE,2020-04-24,,237.48,836.0,2448.01622056477,196.0
Switzerland,CHE,2020-04-25,,224.83,794.0,2203.98976056247,178.571
Switzerland,CHE,2020-04-26,,210.8,753.0,2038.08746301116,170.286
Switzerland,CHE,2020-04-27,,195.95,715.0,1791.48371219789,166.714
Switzerland,CHE,2020-04-28,,181.65,679.0,1687.32615673602,151.857
Switzerland,CHE,2020-04-29,,168.0,645.0,1596.77732110413,143.429
Switzerland,CHE,2020-04-30,,155.67,612.0,1497.2457783506,138.429
Switzerland,CHE,2020-05-01,,145.24,581.0,1415.27812102018,123.286
Switzerland,CHE,2020-05-02,,136.43,552.0,1317.08114771195,111.286
Switzerland,CHE,2020-05-03,,129.1,524.0,1166.88819625653,105.571
Switzerland,CHE,2020-05-04,,122.74,497.0,1050.76349397912,100.0
Switzerland,CHE,2020-05-05,,116.71,471.0,1000.6152296373,88.0
Switzerland,CHE,2020-05-06,,111.15,446.0,896.661618425299,76.429
Switzerland,CHE,2020-05-07,,106.17,423.0,771.52472570053,70.571
Switzerland,CHE,2020-05-08,,101.55,400.0,625.654503085946,62.714
Switzerland,CHE,2020-05-09,,97.42,378.0,569.754609659042,59.286
Switzerland,CHE,2020-05-10,,94.17,357.0,482.020728199703,58.143
Switzerland,CHE,2020-05-11,,92.07,336.0,434.286628116871,57.143
Switzerland,CHE,2020-05-12,,91.38,316.0,384.872117347637,51.143
Switzerland,CHE,2020-05-13,,92.04,297.0,383.747743510464,46.714
Switzerland,CHE,2020-05-14,,93.48,279.0,355.866919486653,40.714
Switzerland,CHE,2020-05-15,,95.16,260.0,330.801440871693,39.429
Switzerland,CHE,2020-05-16,,96.0,243.0,293.160411503086,36.857
Switzerland,CHE,2020-05-17,,95.26,226.0,297.938833670529,33.429
Switzerland,CHE,2020-05-18,,93.62,211.0,254.198861738638,33.0
Switzerland,CHE,2020-05-19,,90.95,199.0,221.312933999285,31.143
Switzerland,CHE,2020-05-20,,87.16,187.0,201.889780512159,30.286
Switzerland,CHE,2020-05-21,,83.37,176.0,201.406131745216,29.143
Switzerland,CHE,2020-05-22,,80.08,165.0,183.921754973146,25.429
Switzerland,CHE,2020-05-23,,77.64,156.0,148.751877652281,22.429
Switzerland,CHE,2020-05-24,,76.33,147.0,114.103889216516,22.143
Switzerland,CHE,2020-05-25,,75.61,139.0,107.484991750741,21.857
Switzerland,CHE,2020-05-26,,75.82,133.0,103.937432468027,19.143
Switzerland,CHE,2020-05-27,,77.0,126.0,96.442231720145,16.571
Switzerland,CHE,2020-05-28,,78.16,121.0,67.1506325160794,16.0
Switzerland,CHE,2020-05-29,,79.36,116.0,64.2842726068112,18.714
Switzerland,CHE,2020-05-30,,81.12,112.0,73.729804117379,18.857
Switzerland,CHE,2020-05-31,,82.85,108.0,70.7043855882265,18.429
Switzerland,CHE,2020-06-01,,83.91,106.0,71.8060748500158,18.0
Switzerland,CHE,2020-06-02,,84.79,104.0,68.9262178236123,16.286
Switzerland,CHE,2020-06-03,,86.58,102.0,60.3176731703727,16.857
Switzerland,CHE,2020-06-04,,89.82,102.0,68.2420621640457,16.571
Switzerland,CHE,2020-06-05,,93.79,102.0,58.6205658879518,14.714
Switzerland,CHE,2020-06-06,,98.41,103.0,52.4810258000938,13.857
Switzerland,CHE,2020-06-07,,104.4,104.0,52.3500349756166,13.857
Switzerland,CHE,2020-06-08,,111.27,106.0,47.1871283678542,14.0
Switzerland,CHE,2020-06-09,,118.42,109.0,44.9901364040374,17.143
Switzerland,CHE,2020-06-10,,125.85,112.0,49.4194661636833,15.571
Switzerland,CHE,2020-06-11,,132.64,116.0,49.831068992977,15.714
Switzerland,CHE,2020-06-12,,138.89,120.0,53.9476627231547,16.857
Switzerland,CHE,2020-06-13,,147.37,125.0,51.0579677938488,19.571
Switzerland,CHE,2020-06-14,,159.61,131.0,54.2186805895878,19.429
Switzerland,CHE,2020-06-15,,174.5,137.0,58.4266160215179,20.0
Switzerland,CHE,2020-06-16,,191.47,144.0,59.860512388412,21.0
Switzerland,CHE,2020-06-17,,208.29,151.0,58.3246066726823,22.429
Switzerland,CHE,2020-06-18,,221.47,159.0,62.323594898802,21.571
Switzerland,CHE,2020-06-19,,230.8,167.0,55.5467011363888,20.571
Switzerland,CHE,2020-06-20,,235.93,176.0,80.2075068250088,21.0
Switzerland,CHE,2020-06-21,,236.21,185.0,68.2897517761542,24.286
Switzerland,CHE,2020-06-22,,234.64,195.0,59.4922965362492,24.429
Switzerland,CHE,2020-06-23,,233.29,205.0,60.0377282661774,27.857
Switzerland,CHE,2020-06-24,,233.07,217.0,61.6088211733779,30.143
Switzerland,CHE,2020-06-25,,236.58,228.0,63.1874833224818,36.714
Switzerland,CHE,2020-06-26,,243.79,241.0,73.8447890492352,41.143
Switzerland,CHE,2020-06-27,,252.16,254.0,62.2079585623441,49.143
Switzerland,CHE,2020-06-28,,260.68,267.0,83.5576178888188,49.714
Switzerland,CHE,2020-06-29,,268.55,282.0,102.380822102298,51.286
Switzerland,CHE,2020-06-30,,273.74,297.0,106.891352218705,66.286
Switzerland,CHE,2020-07-01,,275.85,313.0,118.532151776313,80.857
Switzerland,CHE,2020-07-02,,275.83,329.0,171.997189887644,85.571
Switzerland,CHE,2020-07-03,,273.32,347.0,165.13024937408,96.714
Switzerland,CHE,2020-07-04,,269.8,365.0,187.057025553821,97.143
Switzerland,CHE,2020-07-05,,267.57,383.0,194.587121046236,95.714
Switzerland,CHE,2020-07-06,,266.42,402.0,196.090033127542,97.429
Switzerland,CHE,2020-07-07,,268.25,422.0,198.556204532557,89.571
Switzerland,CHE,2020-07-08,,275.44,442.0,195.385835399256,85.0
Switzerland,CHE,2020-07-09,,285.73,463.0,167.557417916339,85.0
Switzerland,CHE,2020-07-10,,297.11,483.0,183.35627765388,80.714
Switzerland,CHE,2020-07-11,,310.21,504.0,174.219685903799,82.857
Switzerland,CHE,2020-07-12,,325.22,525.0,176.998733501115,89.286
Switzerland,CHE,2020-07-13,,341.93,546.0,180.985680815609,90.857
Switzerland,CHE,2020-07-14,,359.02,567.0,185.582243730197,92.857
Switzerland,CHE,2020-07-15,,373.5,588.0,189.902667837019,96.0
Switzerland,CHE,2020-07-16,,383.67,608.0,190.431027899075,99.714
Switzerland,CHE,2020-07-17,,389.97,629.0,205.907006614405,101.0
Switzerland,CHE,2020-07-18,,391.94,650.0,201.800024232032,101.571
Switzerland,CHE,2020-07-19,,388.65,670.0,202.10864946794,102.857
Switzerland,CHE,2020-07-20,,381.64,690.0,205.646330870762,102.143
Switzerland,CHE,2020-07-21,,373.3,711.0,199.59952507815,103.143
Switzerland,CHE,2020-07-22,,365.18,731.0,210.447288441995,104.429
Switzerland,CHE,2020-07-23,,359.77,752.0,212.872036966688,103.571
Switzerland,CHE,2020-07-24,,359.87,772.0,205.449192374277,108.857
Switzerland,CHE,2020-07-25,,367.16,793.0,223.572877950158,113.429
Switzerland,CHE,2020-07-26,,381.03,814.0,234.444962021855,115.571
Switzerland,CHE,2020-07-27,,398.59,834.0,237.794559406672,117.714
Switzerland,CHE,2020-07-28,,418.05,855.0,244.052023532813,127.143
Switzerland,CHE,2020-07-29,,437.85,876.0,250.898277513384,134.429
Switzerland,CHE,2020-07-30,,454.82,897.0,265.568664188619,149.143
Switzerland,CHE,2020-07-31,,468.15,918.0,294.995424532001,159.0
Switzerland,CHE,2020-08-01,,479.05,939.0,290.019307669828,161.429
Switzerland,CHE,2020-08-02,,488.09,960.0,346.062655871851,161.714
Switzerland,CHE,2020-08-03,,497.23,980.0,328.398533188975,165.0
Switzerland,CHE,2020-08-04,,509.35,1001.0,328.67851501753,165.429
Switzerland,CHE,2020-08-05,,524.48,1021.0,328.110333215306,164.286
Taiwan,TWN,2020-08-06,998.7,54.67,,,
Taiwan,TWN,2020-08-07,984.89,53.97,,,
Taiwan,TWN,2020-08-08,971.29,52.69,,,
Taiwan,TWN,2020-08-09,957.88,51.06,,,
Taiwan,TWN,2020-08-10,944.67,49.23,,,
Taiwan,TWN,2020-08-11,931.66,47.69,,,
Taiwan,TWN,2020-08-12,918.83,46.68,,,
Taiwan,TWN,2020-08-13,906.2,46.26,,,
Taiwan,TWN,2020-08-14,893.75,46.33,,,
Taiwan,TWN,2020-08-15,881.49,46.54,,,
Taiwan,TWN,2020-08-16,869.41,46.9,,,
Taiwan,TWN,2020-08-17,857.51,47.6,,,
Taiwan,TWN,2020-08-18,845.78,48.45,,,
Taiwan,TWN,2020-08-19,834.22,49.5,,,
Taiwan,TWN,2020-08-20,822.83,51.01,,,
Taiwan,TWN,2020-08-21,816.23,52.9,,,
Taiwan,TWN,2020-08-22,814.67,55.02,,,
Taiwan,TWN,2020-08-23,814.53,57.21,,,
Taiwan,TWN,2020-08-24,814.5,59.05,,,
Taiwan,TWN,2020-08-25,814.34,60.54,,,
Taiwan,TWN,2020-08-26,814.11,61.81,,,
Taiwan,TWN,2020-08-27,813.98,62.29,,,
Taiwan,TWN,2020-08-28,814.07,61.9,,,
Taiwan,TWN,2020-08-29,814.46,61.21,,,
Taiwan,TWN,2020-08-30,815.21,60.22,,,
Taiwan,TWN,2020-08-31,816.35,59.4,,,
Taiwan,TWN,2020-09-01,817.91,59.53,,,
Taiwan,TWN,2020-09-02,819.91,60.29,,,
Taiwan,TWN,2020-09-03,822.39,61.66,,,
Taiwan,TWN,2020-09-04,825.13,63.95,,,
Taiwan,TWN,2020-09-05,827.87,66.38,,,
Taiwan,TWN,2020-09-06,830.62,68.45,,,
Taiwan,TWN,2020-09-07,833.41,69.85,,,
Taiwan,TWN,2020-09-08,836.26,69.79,,,
Taiwan,TWN,2020-09-09,839.21,68.46,,,
Taiwan,TWN,2020-09-10,842.25,66.22,,,
Taiwan,TWN,2020-09-11,845.39,63.37,,,
Taiwan,TWN,2020-09-12,848.64,61.15,,,
Taiwan,TWN,2020-09-13,852.0,60.02,,,
Taiwan,TWN,2020-09-14,855.46,59.75,,,
Taiwan,TWN,2020-09-15,859.03,60.66,,,
Taiwan,TWN,2020-09-16,862.7,62.44,,,
Taiwan,TWN,2020-09-17,866.48,64.26,,,
Taiwan,TWN,2020-09-18,862.81,65.6,,,
Taiwan,TWN,2020-09-19,851.12,66.32,,,
Taiwan,TWN,2020-09-20,837.3,67.03,,,
Taiwan,TWN,2020-09-21,823.63,68.23,,,
Taiwan,TWN,2020-09-22,810.71,69.66,,,
Taiwan,TWN,2020-09-23,798.55,71.47,,,
Taiwan,TWN,2020-09-24,786.95,73.52,,,
Taiwan,TWN,2020-09-25,775.75,75.05,,,
Taiwan,TWN,2020-09-26,764.84,76.03,,,
Taiwan,TWN,2020-09-27,754.13,76.26,,,
Taiwan,TWN,2020-09-28,743.61,75.35,,,
Taiwan,TWN,2020-09-29,733.24,73.98,,,
Taiwan,TWN,2020-09-30,723.04,72.85,,,
Taiwan,TWN,2020-10-01,712.98,72.0,,,
Taiwan,TWN,2020-10-02,703.07,72.05,,,
Taiwan,TWN,2020-10-03,693.31,73.73,,,
Taiwan,TWN,2020-10-04,683.7,76.72,,,
Taiwan,TWN,2020-10-05,674.23,80.39,,,
Taiwan,TWN,2020-10-06,664.91,84.4,,,
Taiwan,TWN,2020-10-07,655.72,87.68,,,
Taiwan,TWN,2020-10-08,646.68,89.62,,,
Taiwan,TWN,2020-10-09,637.77,90.41,,,
Taiwan,TWN,2020-10-10,628.99,88.9,,,
Taiwan,TWN,2020-10-11,620.34,85.07,,,
Taiwan,TWN,2020-10-12,611.83,80.66,,,
Taiwan,TWN,2020-10-13,603.44,76.11,,,
Taiwan,TWN,2020-10-14,595.18,72.07,,,
Taiwan,TWN,2020-10-15,587.04,69.95,,,
Taiwan,TWN,2020-10-16,579.02,70.42,,,
Taiwan,TWN,2020-10-17,571.13,73.92,,,
Taiwan,TWN,2020-10-18,563.35,79.85,,,
Taiwan,TWN,2020-10-19,555.69,86.51,,,
Taiwan,TWN,2020-10-20,548.14,92.61,,,
Taiwan,TWN,2020-10-21,540.7,97.51,,,
Taiwan,TWN,2020-10-22,533.37,100.68,,,
Taiwan,TWN,2020-10-23,526.16,101.86,,,
Taiwan,TWN,2020-10-24,519.05,101.38,,,
Taiwan,TWN,2020-10-25,512.05,99.83,,,
Taiwan,TWN,2020-10-26,505.15,98.65,,,
Taiwan,TWN,2020-10-27,498.35,99.49,,,
Taiwan,TWN,2020-10-28,491.65,103.03,,,
Taiwan,TWN,2020-10-29,485.05,109.02,,,
Taiwan,TWN,2020-10-30,478.55,115.51,,,
Taiwan,TWN,2020-10-31,472.15,120.3,,,
Taiwan,TWN,2020-11-01,465.84,122.83,,,
Taiwan,TWN,2020-11-02,459.62,122.68,,,
Taiwan,TWN,2020-11-03,453.49,119.7,,,
Taiwan,TWN,2020-11-04,447.46,114.28,,,
Taiwan,TWN,2020-11-05,441.51,107.51,,,
Taiwan,TWN,2020-11-06,435.65,101.65,,,
Taiwan,TWN,2020-11-07,429.88,97.68,,,
Taiwan,TWN,2020-11-08,424.19,95.42,,,
Taiwan,TWN,2020-11-09,418.58,95.74,,,
Taiwan,TWN,2020-11-10,413.06,98.87,,,
Taiwan,TWN,2020-11-11,407.61,105.63,,,
Taiwan,TWN,2020-11-12,402.25,116.8,,,
Taiwan,TWN,2020-11-13,419.84,131.36,,,
Taiwan,TWN,2020-11-14,461.98,150.88,,,
Taiwan,TWN,2020-11-15,511.75,174.15,,,
Taiwan,TWN,2020-11-16,563.89,194.18,,,
Taiwan,TWN,2020-11-17,617.99,208.6,,,
Taiwan,TWN,2020-11-18,675.13,215.72,,,
Taiwan,TWN,2020-11-19,736.54,214.77,,,
Taiwan,TWN,2020-11-20,803.22,211.49,,,
Taiwan,TWN,2020-11-21,875.98,205.32,,,
Taiwan,TWN,2020-11-22,955.53,194.54,,,
Taiwan,TWN,2020-11-23,1042.56,185.12,,,
Taiwan,TWN,2020-11-24,1137.78,176.56,,,
Taiwan,TWN,2020-11-25,1241.96,167.33,,,
Taiwan,TWN,2020-11-26,1355.96,161.03,,,
Taiwan,TWN,2020-11-27,1461.33,154.73,,,
Taiwan,TWN,2020-11-28,1555.12,146.42,,,
Taiwan,TWN,2020-11-29,1650.93,139.57,,,
Taiwan,TWN,2020-11-30,1753.86,135.33,,,
Taiwan,TWN,2020-12-01,1865.3,135.35,,,
Taiwan,TWN,2020-12-02,1985.39,140.11,,,
Taiwan,TWN,2020-12-03,2114.13,145.05,,,
Taiwan,TWN,2020-12-04,2251.64,147.22,,,
Taiwan,TWN,2020-12-05,2398.24,146.47,,,
Taiwan,TWN,2020-12-06,2554.42,143.62,,,
Taiwan,TWN,2020-12-07,2720.74,139.94,,,
Taiwan,TWN,2020-12-08,2897.85,135.07,,,
Taiwan,TWN,2020-12-09,3086.45,129.9,,,
Taiwan,TWN,2020-12-10,3287.25,125.68,,,
Taiwan,TWN,2020-12-11,3410.24,122.29,,,
Taiwan,TWN,2020-12-12,3442.62,121.92,,,
Taiwan,TWN,2020-12-13,3450.17,124.43,,,
Taiwan,TWN,2020-12-14,3457.97,126.18,,,
Taiwan,TWN,2020-12-15,3472.53,127.27,,,
Taiwan,TWN,2020-12-16,3493.47,128.16,,,
Taiwan,TWN,2020-12-17,3518.71,128.33,,,
Taiwan,TWN,2020-12-18,3546.41,129.26,,,
Taiwan,TWN,2020-12-19,3575.36,130.29,,,
Taiwan,TWN,2020-12-20,3604.9,130.13,,,
Taiwan,TWN,2020-12-21,3634.72,129.55,,,
Taiwan,TWN,2020-12-22,3664.71,128.53,,,
Taiwan,TWN,2020-12-23,3694.83,127.23,,,
Taiwan,TWN,2020-12-24,3725.09,125.74,,,
Taiwan,TWN,2020-12-25,3764.45,123.31,,,
Taiwan,TWN,2020-12-26,3813.55,120.91,,,
Taiwan,TWN,2020-12-27,3865.56,119.92,,,
Taiwan,TWN,2020-12-28,3917.95,120.21,,,
Taiwan,TWN,2020-12-29,3970.1,121.34,,,
Taiwan,TWN,2020-12-30,4022.12,122.93,,,
Taiwan,TWN,2020-12-31,4074.24,125.41,,,
Taiwan,TWN,2021-01-01,4126.66,129.5,,,
Taiwan,TWN,2021-01-02,4179.53,135.05,,,
Taiwan,TWN,2021-01-03,4232.91,141.94,,,
Taiwan,TWN,2021-01-04,4286.83,149.84,,,
Taiwan,TWN,2021-01-05,4341.3,158.26,,,
Taiwan,TWN,2021-01-06,4396.33,166.03,,,
Taiwan,TWN,2021-01-07,4451.91,171.05,,,
Taiwan,TWN,2021-01-08,4451.98,173.13,,,
Taiwan,TWN,2021-01-09,4392.09,170.93,,,
Taiwan,TWN,2021-01-10,4315.89,162.77,,,
Taiwan,TWN,2021-01-11,4240.25,151.87,,,
Taiwan,TWN,2021-01-12,4169.73,140.74,,,
Taiwan,TWN,2021-01-13,4104.23,131.28,,,
Taiwan,TWN,2021-01-14,4042.45,127.1,,,
Taiwan,TWN,2021-01-15,3983.13,126.56,,,
Taiwan,TWN,2021-01-16,3925.43,127.62,,,
Taiwan,TWN,2021-01-17,3868.86,131.2,,,
Taiwan,TWN,2021-01-18,3813.18,134.45,,,
Taiwan,TWN,2021-01-19,3758.27,135.48,,,
Taiwan,TWN,2021-01-20,3704.1,135.21,,,
Taiwan,TWN,2021-01-21,3650.66,132.17,,,
Taiwan,TWN,2021-01-22,3597.93,126.72,,,
Taiwan,TWN,2021-01-23,3545.93,121.8,,,
Taiwan,TWN,2021-01-24,3494.63,118.12,,,
Taiwan,TWN,2021-01-25,3444.05,116.18,,,
Taiwan,TWN,2021-01-26,3394.18,116.03,,,
Taiwan,TWN,2021-01-27,3345.0,115.46,,,
Taiwan,TWN,2021-01-28,3296.51,113.09,,,
Taiwan,TWN,2021-01-29,3248.7,108.93,,,
Taiwan,TWN,2021-01-30,3201.57,103.26,,,
Taiwan,TWN,2021-01-31,3155.11,96.54,,,
Taiwan,TWN,2021-02-01,3109.31,89.8,,,
Taiwan,TWN,2021-02-02,3064.16,84.62,,,
Taiwan,TWN,2021-02-03,3019.65,81.54,,,
Taiwan,TWN,2021-02-04,2975.79,80.49,,,
Taiwan,TWN,2021-02-05,2932.55,81.66,,,
Taiwan,TWN,2021-02-06,2889.94,83.89,,,
Taiwan,TWN,2021-02-07,2847.94,86.17,,,
Taiwan,TWN,2021-02-08,2806.55,89.13,,,
Taiwan,TWN,2021-02-09,2765.76,92.8,,,
Taiwan,TWN,2021-02-10,2725.56,96.28,,,
Taiwan,TWN,2021-02-11,2685.95,99.74,,,
Taiwan,TWN,2021-02-12,2646.92,103.05,,,
Taiwan,TWN,2021-02-13,2608.45,105.02,,,
Taiwan,TWN,2021-02-14,2570.55,105.7,,,
